address_id,city,number,street
501,Zakopane,57,Ulica Polnocna
502,Poznan,39225,Ulica Dworcowa
503,Kielce,301,Ulica Karola Swierczewskiego
504,Stargard,2653,Ulica Gdanska
505,Gdybia,55703,Ulica Warszawska
506,Kielce,7,Ulica Ciasna
507,Plock,1,Ulica Zachodnia
508,Warszawa,6,Ulica Szeroka
509,Gniezno,2113,Ulica Adama Mickiewicza
510,Katowice,53815,Ulica Jozefa Pilsudskiego
511,Tarnow,711,Ulica Walowa
512,Warszawa,153,Ulica Stefana Starzynskiego
513,Olsztyn,36,Ulica Bernardynska
514,Gdansk,3241,Ulica Jana Henryka Dabrowskiego
515,Szczecin,05,Ulica Krolewska
516,Gniezno,58,Ulica Jezuicka
517,Zakopane,681,Ulica Sandomierska
518,Bielski-Biala,67,Ulica Krolowej Jadwigi
519,Wloclawek,1791,Ulica Stanislawa Staszica
520,Pila,0498,Ulica Stefana Starzynskiego
521,Konin,80,Ulica Mikolowska
522,Wloclawek,56,Ulica Uniwersytecka
523,Jaslo,90,Ulica Lakowa
524,Katowice,69,Ulica Mlynska
525,Zakopane,1682,Ulica Krucza
526,Gorzow Wielkopolski,6,Ulica Karmelicka
527,Chelm,11821,Ulica Mlynska
528,Radom,3,Ulica sw. Ducha
529,Rzesow,19360,Ulica Mikolaja Reja
530,Czestochowa,89,Ulica Stefana Starzynskiego
531,Warszawa,357,Ulica sw. Jana
532,Sandomierz,6,Ulica Wincentego Witosa
533,Plock,6,Ulica Zwierzyniecka
534,Lublin,62879,Ulica Fryderyka Chopina
535,Poznan,83,Ulica Bohaterow Monte Cassino
536,Bielski-Biala,68026,Ulica Wincentego Witosa
537,Lodz,49368,Ulica Opolska
538,Legnica,989,Ulica Bohaterow Monte Cassino
539,Nowy Sacz,76,Ulica Gdanska
540,Pila,9,Ulica Pocztowa
541,Szczecin,74676,Ulica Opolska
542,Stargard,1,Ulica Lakowa
543,Wloclawek,7913,Ulica Boleslawa Limanowskiego
544,Kielce,77,Ulica Jana III Sobieskiego
545,Chelm,050,Ulica Oswiecimska
546,Lodz,26973,Ulica Szpitalna
547,Warszawa,9,Ulica Gornoslaska
548,Gdybia,29,Ulica Kijowska
549,Sopot,436,Ulica Wolnosci
550,Tarnow,81,Ulica Hetmanska
551,Konin,1090,Ulica ks. Jerzego Popieluszki
552,Bielski-Biala,98947,Ulica Kanonia
553,Lodz,4,Ulica Lipowa
554,Konin,52769,Ulica Zamkowa
555,Gniezno,01243,Ulica Armii Krajowej
556,Krosno,26595,Ulica Kazimierza Pulaskiego
557,Zakopane,878,Ulica Bozego Ciala
558,Bialystok,3,Ulica Wincentego Janasa
559,Leszno,993,Ulica Klasztorna
560,Tomaszow Mazowiecki,07067,Ulica Krolewska
561,Krosno,92,Ulica Wroclawska
562,Stargard,163,Ulica Mikolaja Reja
563,Olsztyn,5246,Ulica Lubelska
564,Wloclawek,74,Ulica Teatralna
565,Chelm,261,Ulica Henryka Sienkiewicza
566,Chelm,9,Ulica Prudnicka
567,Radom,600,Ulica Jacka Malczewskiego
568,Zielona Gora,99,Ulica Francuska
569,Koszalin,22719,Ulica Widok
570,Leszno,7585,Ulica Browarna
571,Olsztyn,86,Ulica Jozefa Pilsudskiego
572,Legnica,55,Ulica Balonowa
573,Zakopane,71,Ulica Jacka Malczewskiego
574,Czestochowa,8,Ulica Chorzowska
575,Zielona Gora,7925,Ulica Wincentego Janasa
576,Krosno,40332,Ulica Szpitalna
577,Krosno,36,Ulica Zwyciestwa
578,Zielona Gora,5,Ulica Prudnicka
579,Kielce,37,Ulica Garncarska
580,Sandomierz,55533,Ulica Artura Grottgera
581,Chelm,3732,Ulica Bozego Ciala
582,Bielski-Biala,13768,Ulica Tadeusza Kosciuszki
583,Lodz,4135,Ulica Jagiellonska
584,Tomaszow Mazowiecki,08,Aleja Solidarnosci
585,Lublin,7,Ulica Kijowska
586,Sopot,00,Ulica Lipowa
587,Konin,3127,Ulica Kanonia
588,Poznan,12478,Ulica Mariacka
589,Zielona Gora,7072,Ulica Chlodna
590,Gdybia,557,Ulica Wladyslawa Sikorskiego
591,Stargard,93451,Ulica Tadeusza Kosciuszki
592,Katowice,51,Ulica Klasztorna
593,Olsztyn,53,Ulica Zytnia
594,Legnica,02,Ulica Wladyslawa Reymonta
595,Gdansk,03,Ulica Kolejowa
596,Gdybia,87674,Ulica Armii Krajowej
597,Radom,251,Ulica Brzeska
598,Biala Podlasa,51217,Ulica Rwanska
599,Czestochowa,21,Ulica Lodzka
600,Zakopane,915,Ulica Obornicka
601,Tarnow,22,Ulica Tamka
602,Kielce,31,Ulica Mostowa
603,Szczecin,6,Ulica Chmielna
604,Zakopane,851,Ulica Zeglarska
605,Szczecin,911,Ulica Farna
606,Wloclawek,00,Ulica Dluga
607,Sandomierz,7,Ulica Szewska
608,Gdansk,38047,Ulica Adama Mickiewicza
609,Tarnow,9517,Ulica Lipowa
610,Gdansk,1580,Ulica Rycerska
611,Bielski-Biala,40881,Ulica Chlodna
612,Lublin,96,Ulica Rajska
613,Przemysl,53473,Ulica Wolnosci
614,Konin,844,Ulica Rycerska
615,Kielce,1,Ulica Jana Henryka Dabrowskiego
616,Sopot,65152,Ulica Gdanska
617,Gdansk,80544,Aleja Niepodleglosci
618,Czestochowa,203,Ulica Jozefa Pilsudskiego
619,Poznan,12538,Ulica Garbarska
620,Tomaszow Mazowiecki,4,Ulica Zlota
621,Katowice,05442,Ulica Juliusza Slowackiego
622,Lublin,1,Ulica Jana Kasprowicza
623,Tarnow,86,Ulica Szczecinska
624,Tarnow,76,Ulica Ogrodowa
625,Biala Podlasa,852,Ulica Franciszkanska
626,Kalisz,7,Ulica Niestachowska
627,Gorzow Wielkopolski,43,Ulica Nowa
628,Chelm,548,Ulica Zamkowa
629,Stargard,82,Ulica Obozowa
630,Nowy Sacz,6,Ulica Bartosza Glowackiego
631,Stargard,4597,Ulica Hrubieszowska
632,Sandomierz,94665,Ulica Szpitalna
633,Zamosc,428,Ulica Fryderyka Chopina
634,Biala Podlasa,7,Ulica Francuska
635,Wroclaw,61525,Ulica Bankowa
636,Wroclaw,4,Ulica Rwanska
637,Sopot,68983,Ulica Bozego Ciala
638,Chelm,5,Ulica Aleksandra Fredry
639,Olsztyn,04,Ulica Wiejska
640,Wroclaw,358,Ulica Bernardynska
641,Stargard,2362,Ulica Kijowska
642,Sopot,492,Ulica Krolowej Jadwigi
643,Tarnow,972,Ulica Prudnicka
644,Tarnow,72245,Ulica Tadeusza Kosciuszki
645,Sopot,3277,Ulica Armii Krajowej
646,Gniezno,92626,Ulica Jozefa Pilsudskiego
647,Nowy Sacz,28,Ulica Miodowa
648,Lublin,385,Ulica Hetmanska
649,Czestochowa,138,Ulica Strzelecka
650,Sandomierz,66,Ulica Piekarska
651,Zielona Gora,48194,Ulica Bartosza Glowackiego
652,Sandomierz,55,Ulica Legionow
653,Krosno,62,Ulica Lechicka
654,Rzesow,39,Ulica Teatralna
655,Stargard,5972,Ulica Jozefa Poniatowskiego
656,Krosno,94387,Ulica Stanislawa Staszica
657,Pila,05638,Ulica Francuska
658,Warszawa,09200,Ulica Lodzka
659,Przemysl,81787,Ulica Swietojanska
660,Jaslo,5,Ulica Wroclawska
661,Tarnow,4659,Aleja Wolnosci
662,Gdybia,312,Ulica Mikolowska
663,Gniezno,7,Ulica Graniczna
664,Szczecin,16,Ulica Zeglarska
665,Gniezno,78540,Ulica Garbarska
666,Wloclawek,62,Ulica Armii Krajowej
667,Kielce,3024,Ulica Krakowska
668,Gniezno,487,Ulica Karola Swierczewskiego
669,Lublin,5399,Ulica Jagiellonska
670,Krosno,91,Ulica 1 Maja
671,Lodz,93,Ulica Bohaterow Monte Cassino
672,Bialystok,45,Ulica Opolska
673,Leszno,5426,Ulica Tamka
674,Krosno,812,Ulica Niestachowska
675,Zielona Gora,682,Ulica Aleksandra Fredry
676,Radom,0868,Ulica Poznanska
677,Radom,8258,Ulica Jana Henryka Dabrowskiego
678,Sandomierz,3565,Ulica Warszawska
679,Gdansk,9,Ulica Balonowa
680,Sopot,042,Ulica Stefana Zeromskiego
681,Chelm,88571,Ulica Florianska
682,Olsztyn,6950,Aleja Niepodleglosci
683,Gniezno,75278,Ulica Kolejowa
684,Krosno,627,Ulica Mariacka
685,Bielski-Biala,8,Ulica Niestachowska
686,Chelm,64152,Aleja Legionow
687,Czestochowa,885,Ulica 1 Maja
688,Rzesow,0487,Ulica Kanonia
689,Warszawa,4,Ulica sw. Barbary
690,Lodz,89,Ulica Wroclawska
691,Koszalin,98759,Ulica Jagiellonska
692,Rzesow,7,Ulica Juliusza Slowackiego
693,Kalisz,6,Ulica Juliusza Slowackiego
694,Bialystok,016,Ulica Oswiecimska
695,Rzesow,11,Ulica Karmelicka
696,Kalisz,085,Ulica Pocztowa
697,Krosno,5,Ulica Pomorska
698,Koszalin,1,Ulica sw. Jana
699,Konin,80230,Ulica Mikolaja Kopernika
700,Czestochowa,8017,Ulica Boleslawa Chrobrego
701,Stargard,372,Ulica Widok
702,Koszalin,62340,Ulica Rycerska
703,Biala Podlasa,92,Ulica Raclawicka
704,Nowy Sacz,195,Ulica Wroclawska
705,Lodz,877,Ulica Pomorska
706,Bialystok,1789,Ulica Jana III Sobieskiego
707,Legnica,25276,Ulica Karola Olszewskiego
708,Olsztyn,8,Ulica Jana III Sobieskiego
709,Rzesow,9110,Ulica Bielska
710,Bialystok,362,Ulica Chorzowska
711,Przemysl,880,Ulica Jana Henryka Dabrowskiego
712,Wloclawek,36813,Ulica Aleksandra Fredry
713,Sopot,7,Ulica Juliana Tuwima
714,Nowy Sacz,21687,Ulica Jana III Sobieskiego
715,Lublin,652,Ulica Karmelicka
716,Sopot,4816,Ulica Wincentego Witosa
717,Poznan,5,Ulica Gdanska
718,Kielce,7,Ulica Wita Stwosza
719,Zakopane,7822,Ulica Torunska
720,Katowice,556,Ulica Boleslawa Chrobrego
721,Gdansk,99,Ulica Oswiecimska
722,Koszalin,7,Aleja Solidarnosci
723,Plock,4,Ulica Hallera
724,Czestochowa,5,Ulica Starowiejska
725,Zamosc,236,Ulica Jozefa Poniatowskiego
726,Przemysl,997,Ulica Teatralna
727,Bialystok,7,Ulica Jana III Sobieskiego
728,Leszno,015,Ulica Ciasna
729,Zakopane,8458,Ulica Mariacka
730,Wieliczka,313,Ulica Wawelska
731,Tarnow,392,Ulica Hetmanska
732,Bielski-Biala,8,Ulica Zachodnia
733,Katowice,0142,Ulica Bytomska
734,Radom,951,Ulica Bernardynska
735,Gdybia,1,Ulica Zytnia
736,Chelm,0,Ulica Zytnia
737,Biala Podlasa,28449,Ulica Tadeusza Kosciuszki
738,Pila,6,Ulica Bernardynska
739,Gdybia,49,Ulica Pocztowa
740,Bielski-Biala,218,Ulica Zwierzyniecka
741,Sandomierz,05599,Ulica Wladyslawa Sikorskiego
742,Krakow,47,Ulica Piotra Skargi
743,Czestochowa,0006,Ulica Swietego Idziego
744,Bialystok,5,Ulica Chlodna
745,Sandomierz,212,Ulica Stefana Zeromskiego
746,Bialystok,6,Ulica Zamkowa
747,Leszno,176,Ulica Chlodna
748,Konin,893,Ulica Opolska
749,Wieliczka,5,Ulica Wita Stwosza
750,Chelm,08,Ulica Kijowska
751,Konin,6,Ulica Pomorska
752,Wieliczka,1,Ulica Krolewska
753,Zielona Gora,9,Ulica Wiejska
754,Kalisz,4,Ulica Beskidzka
755,Warszawa,637,Ulica Graniczna
756,Olsztyn,1,Ulica Sienna
757,Stargard,62997,Ulica Rwanska
758,Kalisz,53766,Ulica Rajska
759,Poznan,84,Ulica Lubelska
760,Biala Podlasa,3,Ulica Stefana Czarnieckiego
761,Zielona Gora,64,Ulica Zeglarska
762,Bialystok,2741,Ulica Juliusza Slowackiego
763,Gdybia,7,Ulica Obozowa
764,Koszalin,0,Ulica Swietokrzyska
765,Gorzow Wielkopolski,17750,Ulica Krucza
766,Gdybia,99848,Ulica Farna
767,Tomaszow Mazowiecki,5,Ulica Wolnosci
768,Szczecin,7061,Ulica Szczecinska
769,Koszalin,561,Ulica Karola Swierczewskiego
770,Gdybia,71486,Aleja Solidarnosci
771,Chelm,81,Ulica Niestachowska
772,Konin,04,Ulica Rycerska
773,Wieliczka,02858,Ulica Senatorska
774,Wloclawek,30,Ulica Pulawska
775,Legnica,82162,Ulica Boleslawa Limanowskiego
776,Rzesow,0,Ulica Zamkowa
777,Warszawa,04,Ulica Teatralna
778,Jaslo,0,Ulica Legionow
779,Wroclaw,78,Ulica Opolska
780,Stargard,5,Ulica Zachodnia
781,Biala Podlasa,01,Ulica Ciasna
782,Katowice,97,Ulica Krolewska
783,Czestochowa,92,Ulica 3 Maja
784,Wieliczka,1,Ulica Stefana Wyszynskiego
785,Wloclawek,2,Ulica Walowa
786,Tarnow,3124,Ulica Polnocna
787,Pila,30977,Ulica Rycerska
788,Czestochowa,2,Ulica Obozowa
789,Koszalin,89,Ulica Wojska Polskiego
790,Rzesow,42392,Ulica Pulawska
791,Poznan,70,Ulica Zamkowa
792,Kalisz,142,Ulica Browarna
793,Chelm,4729,Ulica Mikolowska
794,Konin,80363,Ulica Krolewska
795,Wroclaw,97,Ulica Uniwersytecka
796,Lublin,56650,Ulica Zlota
797,Biala Podlasa,8915,Ulica Jana Kilinskiego
798,Zamosc,6189,Ulica Starowiejska
799,Wroclaw,60,Ulica Rycerska
800,Konin,23950,Ulica Tadeusza Kosciuszki
801,Przemysl,18,Ulica Lodzka
802,Czestochowa,7,Ulica Zeglarska
803,Katowice,2,Ulica Hetmanska
804,Wloclawek,0565,Ulica Opolska
805,Lodz,07,Ulica Czestochowska
806,Gniezno,9,Ulica Zwyciestwa
807,Pila,58,Ulica Lakowa
808,Gdybia,82350,Ulica Krucza
809,Stargard,1452,Ulica Pijarska
810,Sopot,70,Ulica Jana z Kolna
811,Kielce,3594,Ulica ks. Jerzego Popieluszki
812,Krakow,232,Ulica Obozowa
813,Wloclawek,852,Ulica Zeglarska
814,Bielski-Biala,6,Ulica Krupnicza
815,Stargard,02330,Ulica Uniwersytecka
816,Zielona Gora,35,Ulica Lubelska
817,Tarnow,3,Ulica Wladyslawa Sikorskiego
818,Krakow,2,Ulica Artura Grottgera
819,Kielce,2750,Ulica Zamkowa
820,Lodz,5271,Ulica Krolewska
821,Radom,7,Ulica Czestochowska
822,Legnica,38728,Aleja Legionow
823,Stargard,035,Ulica Targowa
824,Sopot,3418,Ulica Jozefa Pilsudskiego
825,Radom,7356,Ulica Jozefa Poniatowskiego
826,Zamosc,25663,Ulica Sienna
827,Krosno,0280,Ulica Kijowska
828,Konin,226,Ulica Gornoslaska
829,Gorzow Wielkopolski,2,Ulica Szczecinska
830,Gdansk,0,Ulica Bozego Ciala
831,Zamosc,2,Ulica Farna
832,Nowy Sacz,082,Ulica Adama Mickiewicza
833,Gniezno,640,Ulica Kamienna
834,Sandomierz,314,Ulica Raclawicka
835,Czestochowa,6526,Ulica Uniwersytecka
836,Tarnow,2359,Ulica Karola Olszewskiego
837,Chelm,3,Aleja Wolnosci
838,Plock,32672,Ulica Stefana Czarnieckiego
839,Jaslo,55,Ulica Jezuicka
840,Zamosc,960,Ulica Lubelska
841,Legnica,2303,Ulica Starowiejska
842,Chelm,49,Ulica Starowiejska
843,Gdansk,8,Ulica Krucza
844,Tarnow,7285,Ulica Ciasna
845,Koszalin,656,Ulica Hallera
846,Szczecin,61,Ulica Jagiellonska
847,Kalisz,4,Ulica Karmelicka
848,Gdansk,732,Ulica Jana Pawla II
849,Gorzow Wielkopolski,62,Ulica Kazimierza Pulaskiego
850,Bialystok,7034,Ulica Prudnicka
851,Sandomierz,4,Ulica Mikolaja Reja
852,Wieliczka,6,Ulica Fryderyka Chopina
853,Leszno,3,Ulica Raclawicka
854,Tomaszow Mazowiecki,0085,Ulica Juliana Tuwima
855,Krakow,140,Ulica Niestachowska
856,Czestochowa,614,Ulica Gabriela Narutowicza
857,Gorzow Wielkopolski,80,Ulica Bielska
858,Wroclaw,1939,Ulica Uniwersytecka
859,Przemysl,24901,Ulica sw. Barbary
860,Plock,476,Ulica Mlynska
861,Tomaszow Mazowiecki,4,Ulica Krupnicza
862,Krosno,3841,Ulica Jozefa Pilsudskiego
863,Gdansk,65,Ulica Jagiellonska
864,Nowy Sacz,213,Ulica Beskidzka
865,Gorzow Wielkopolski,925,Ulica Okopowa
866,Stargard,66,Ulica Tadeusza Kosciuszki
867,Koszalin,482,Ulica Piwna
868,Lublin,362,Ulica Katedralna
869,Gorzow Wielkopolski,3439,Ulica Boleslawa Chrobrego
870,Lublin,9242,Ulica Balonowa
871,Chelm,6,Ulica Pijarska
872,Jaslo,31417,Ulica Wladyslawa Sikorskiego
873,Poznan,099,Ulica Beskidzka
874,Kielce,43,Ulica Gnieznienska
875,Lodz,30,Ulica Bialoskornicza
876,Jaslo,112,Ulica gen. Wladyslawa Andersa
877,Gniezno,301,Ulica Bracka
878,Tarnow,5090,Ulica sw. Barbary
879,Gorzow Wielkopolski,332,Aleja Legionow
880,Kielce,685,Ulica Oswiecimska
881,Tarnow,535,Ulica Miodowa
882,Wloclawek,6502,Ulica Lodzka
883,Szczecin,0399,Ulica Klasztorna
884,Olsztyn,427,Ulica Chmielna
885,Krakow,20832,Ulica Jana Pawla II
886,Koszalin,3,Ulica Balonowa
887,Krakow,454,Ulica Karola Olszewskiego
888,Chelm,089,Ulica Bytomska
889,Radom,34,Ulica Szpitalna
890,Olsztyn,38529,Ulica Wita Stwosza
891,Gorzow Wielkopolski,9,Ulica Jozefa Bema
892,Wroclaw,8696,Aleja Solidarnosci
893,Warszawa,23714,Ulica Niestachowska
894,Poznan,1,Ulica Bankowa
895,Leszno,1428,Ulica Lodzka
896,Kalisz,70,Ulica Wojska Polskiego
897,Radom,3,Ulica Opolska
898,Gdansk,1,Ulica Krolowej Jadwigi
899,Lublin,073,Ulica Grunwaldzka
900,Kalisz,235,Ulica Krolewska
901,Kielce,0,Ulica Targowa
902,Konin,30298,Ulica Mikolowska
903,Wieliczka,5,Ulica sw. Barbary
904,Tomaszow Mazowiecki,77,Ulica Juliusza Slowackiego
905,Sandomierz,7,Ulica Prudnicka
906,Biala Podlasa,0,Ulica Rwanska
907,Gdybia,966,Ulica Jana III Sobieskiego
908,Jaslo,06,Ulica Lodzka
909,Chelm,677,Ulica Bernardynska
910,Krakow,2,Ulica Boleslawa Limanowskiego
911,Wloclawek,548,Ulica Walowa
912,Jaslo,2,Ulica Sienna
913,Wloclawek,0,Ulica Opolska
914,Rzesow,70753,Ulica Swietokrzyska
915,Poznan,42,Ulica Bozego Ciala
916,Leszno,760,Ulica Obozowa
917,Kielce,5,Ulica Obozowa
918,Pila,76,Ulica Kijowska
919,Kielce,55,Ulica sw. Jana
920,Pila,96075,Ulica Graniczna
921,Krakow,777,Ulica Opolska
922,Chelm,25382,Ulica Franciszkanska
923,Tomaszow Mazowiecki,3631,Ulica Czestochowska
924,Rzesow,4168,Ulica Jana III Sobieskiego
925,Nowy Sacz,89584,Ulica Boleslawa Chrobrego
926,Tomaszow Mazowiecki,38109,Ulica Hrubieszowska
927,Sandomierz,82610,Ulica Wladyslawa Sikorskiego
928,Zakopane,25,Ulica Mikolaja Reja
929,Radom,94,Ulica Graniczna
930,Gniezno,80828,Ulica Mikolowska
931,Bialystok,855,Ulica Grodzka
932,Gniezno,1584,Ulica Zytnia
933,Zamosc,71386,Ulica Bartosza Glowackiego
934,Tomaszow Mazowiecki,0603,Ulica Rwanska
935,Olsztyn,87820,Ulica Bernardynska
936,Sopot,302,Ulica Janusza Korczaka
937,Koszalin,4837,Ulica Lubelska
938,Bielski-Biala,310,Ulica Janusza Korczaka
939,Lodz,76980,Ulica Stefana Starzynskiego
940,Jaslo,665,Ulica Bielska
941,Bialystok,802,Ulica Janusza Korczaka
942,Szczecin,71,Ulica gen. Wladyslawa Andersa
943,Kielce,43159,Ulica Dluga
944,Leszno,279,Ulica Henryka Sienkiewicza
945,Jaslo,8976,Ulica Karola Swierczewskiego
946,Rzesow,8593,Ulica Krakowska
947,Gdansk,697,Ulica Balonowa
948,Lublin,340,Ulica Jana Kilinskiego
949,Sopot,9,Ulica Jana Kilinskiego
950,Rzesow,857,Ulica Piekna
951,Stargard,56125,Ulica Wawelska
952,Legnica,95,Ulica Mikolaja Reja
953,Wloclawek,86,Ulica Lwowska
954,Szczecin,0315,Aleja Wolnosci
955,Zielona Gora,98236,Ulica Bernardynska
956,Konin,906,Ulica Klasztorna
957,Kalisz,7885,Ulica Zachodnia
958,Sandomierz,2056,Ulica Fryderyka Chopina
959,Bielski-Biala,6,Ulica Kanonia
960,Plock,0,Ulica Chmielna
961,Tarnow,8258,Ulica Farna
962,Bialystok,71288,Ulica Wroclawska
963,Radom,8918,Ulica Grodzka
964,Szczecin,37,Ulica Jozefa Pilsudskiego
965,Gdybia,2000,Ulica Stefana Starzynskiego
966,Lodz,05015,Ulica Graniczna
967,Warszawa,4149,Ulica Pocztowa
968,Katowice,63,Ulica Bozego Ciala
969,Poznan,98,Ulica Zlota
970,Sandomierz,604,Aleja Niepodleglosci
971,Jaslo,67,Ulica Garncarska
972,Lodz,00,Ulica Jana Henryka Dabrowskiego
973,Radom,6579,Ulica Grunwaldzka
974,Zakopane,956,Ulica Aleksandra Fredry
975,Chelm,834,Ulica Jacka Malczewskiego
976,Przemysl,725,Ulica Jacka Malczewskiego
977,Gorzow Wielkopolski,9,Ulica Okopowa
978,Olsztyn,853,Ulica Farna
979,Gniezno,55,Ulica Garbarska
980,Zamosc,2738,Ulica Oswiecimska
981,Krosno,5056,Ulica Sandomierska
982,Kielce,53912,Ulica Chorzowska
983,Zielona Gora,65,Ulica Rwanska
984,Zielona Gora,8,Ulica Dworcowa
985,Lublin,9329,Ulica Stefana Wyszynskiego
986,Tomaszow Mazowiecki,72,Aleja Wolnosci
987,Legnica,1,Ulica Niestachowska
988,Olsztyn,41676,Ulica Zamkowa
989,Czestochowa,8935,Ulica Sandomierska
990,Kalisz,8,Ulica Beskidzka
991,Bielski-Biala,19776,Ulica Lodzka
992,Pila,9,Ulica Mlynska
993,Wloclawek,34,Ulica Opolska
994,Katowice,2,Ulica Jagiellonska
995,Wieliczka,57282,Ulica Andrzeja Struga
996,Gniezno,1955,Ulica Rycerska
997,Zielona Gora,843,Ulica Jana Kasprowicza
998,Lodz,5926,Ulica Okopowa
999,Przemysl,81431,Ulica Walowa
1000,Chelm,41,Ulica Zwierzyniecka
